"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
15318,0,"Belgium","femme",37,"secondaire","Not Employed","moyen","zone rurale",25,"vehicule individuel","sans emploi",6
15319,0,"Finland","femme",40,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",3
15320,0,"Italy","homme",22,"secondaire","Employed","tres faible","petite-moyenne ville",90,"transport collectif","employe",7
15321,0,"Italy","femme",31,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",10
15322,0,"Spain","femme",44,"secondaire","Employed","faible","grande ville",25,"vehicule individuel","employe",9
15323,0,"Sweden","homme",57,"secondaire","Employed","moyen","aire metropolitaine",15,"marche","employe",9
15324,0,"Spain","femme",20,"secondaire","Not Employed","faible","zone rurale",50,"vehicule individuel","sans emploi",9
15325,0,"Denmark","homme",31,"universite","Not Employed","moyen","petite-moyenne ville",120,"marche","sans emploi",9
15326,1,"Netherlands","homme",53,"secondaire","Employed","moyen","zone rurale",35,"velo","employe",8
15327,0,"Netherlands","homme",58,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",1
15328,0,"Italy","homme",60,"secondaire","Not Employed","moyen","aire metropolitaine",15,"vehicule individuel","sans emploi",8
15329,0,"Finland","homme",47,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",4
15330,0,"Romania","femme",34,"universite","Employed","eleve","zone rurale",90,"transport collectif","employe",9
15331,0,"France","femme",57,"universite","Employed","faible","zone rurale",15,"marche","employe",6
15332,0,"Great Britain","femme",29,"secondaire","Employed","moyen","aire metropolitaine",7,"marche","employe",5
15333,0,"Austria","femme",34,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
15334,0,"Denmark","femme",32,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",8
15335,0,"France","femme",41,"universite","Employed","faible","zone rurale",40,"vehicule individuel","employe",8
15336,0,"Spain","homme",48,"secondaire inferieur","Employed","faible","aire metropolitaine",15,"vehicule individuel","employe",9
15337,0,"Germany","homme",44,"secondaire inferieur","Employed","faible","petite-moyenne ville",10,"marche","employe",4
15338,0,"Netherlands","femme",35,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","employe",5
15339,0,"Italy","femme",56,"secondaire","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
15340,0,"France","femme",29,"secondaire","Employed","tres faible","zone rurale",8,"vehicule individuel","employe",6
15341,0,"Poland","femme",25,"universite","Not Employed","tres eleve","aire metropolitaine",40,"marche","sans emploi",5
15342,0,"Spain","homme",51,"secondaire","Not Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
15343,0,"Germany","homme",17,"secondaire inferieur","Employed","faible","zone rurale",20,"marche","employe",5
15344,0,"Great Britain","femme",56,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
15345,0,"Sweden","femme",40,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",1
15346,0,"Denmark","femme",37,"secondaire","Employed","faible","zone rurale",25,"vehicule individuel","employe",9
15347,0,"France","homme",51,"universite","Employed","faible","zone rurale",45,"vehicule individuel","employe",5
15348,0,"Romania","femme",24,"universite","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",8
15349,0,"Belgium","femme",42,"universite","Employed","eleve","zone rurale",65,"vehicule individuel","employe",7
15350,1,"Belgium","homme",46,"secondaire inferieur","Employed","faible","petite-moyenne ville",15,"velo","employe",10
15351,0,"Sweden","femme",25,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",5
15352,0,"Netherlands","femme",40,"secondaire","Employed","eleve","zone rurale",45,"vehicule individuel","employe",2
15353,0,"Italy","femme",55,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",10
15354,0,"Poland","homme",40,"universite","Employed","faible","petite-moyenne ville",8,"marche","employe",2
15355,0,"Lithuania","femme",27,"universite","Employed","eleve","grande ville",330,"vehicule individuel","employe",10
15356,0,"Poland","homme",37,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",1
15357,0,"Poland","homme",38,"secondaire","Employed","faible","petite-moyenne ville",210,"vehicule individuel","employe",1
15358,1,"Denmark","femme",41,"secondaire","Not Employed","tres faible","petite-moyenne ville",60,"velo","sans emploi",2
15359,0,"Denmark","homme",57,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",2
15360,0,"Poland","femme",39,"secondaire","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",7
15361,0,"Belgium","femme",49,"universite","Employed","eleve","aire metropolitaine",50,"transport collectif","employe",9
15362,0,"Netherlands","femme",57,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",7
15363,1,"Poland","homme",21,"secondaire","Employed","eleve","zone rurale",30,"marche","employe",7
15364,0,"Sweden","femme",55,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",8
15365,0,"Netherlands","femme",57,"secondaire inferieur","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",5
15366,0,"Sweden","femme",48,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",3
15367,0,"Great Britain","homme",27,"universite","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",3
15368,0,"Spain","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",9
15369,0,"Denmark","homme",60,"premier cycle","Employed","faible","aire metropolitaine",40,"transport collectif","employe",8
15370,0,"Italy","homme",57,"secondaire","Not Employed","moyen","zone rurale",30,"marche","sans emploi",8
15371,0,"Italy","femme",55,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
15372,0,"Italy","homme",42,"secondaire","Not Employed","faible","grande ville",35,"marche","sans emploi",10
15373,0,"France","femme",57,"secondaire","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",8
15374,0,"Finland","femme",54,"universite","Not Employed","moyen","grande ville",10,"transport collectif","sans emploi",9
15375,0,"Bulgaria","femme",44,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",2
15376,0,"Belgium","femme",50,"universite","Employed","moyen","aire metropolitaine",40,"vehicule individuel","employe",5
15377,0,"Spain","homme",53,"universite","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",6
15378,1,"Latvia","homme",19,"secondaire","Employed","moyen","petite-moyenne ville",30,"velo","employe",3
15379,1,"Denmark","homme",55,"secondaire","Employed","moyen","petite-moyenne ville",15,"velo","employe",1
15380,0,"Hungary","femme",25,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
15381,0,"Spain","homme",40,"secondaire","Not Employed","faible","petite-moyenne ville",60,"marche","sans emploi",9
15382,1,"Denmark","femme",53,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",25,"velo","sans emploi",8
15383,1,"Slovenia","femme",29,"universite","Not Employed","moyen","zone rurale",30,"velo","sans emploi",7
15384,0,"Sweden","femme",26,"universite","Employed","faible","grande ville",45,"transport collectif","employe",7
15385,0,"Denmark","femme",55,"premier cycle","Not Employed","faible","zone rurale",25,"vehicule individuel","sans emploi",4
15386,0,"Sweden","femme",26,"universite","Employed","faible","grande ville",15,"vehicule individuel","employe",8
15387,0,"France","homme",41,"secondaire","Not Employed","faible","petite-moyenne ville",20,"marche","sans emploi",10
15388,0,"Great Britain","homme",45,"universite","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",6
15389,0,"Germany","femme",57,"universite","Employed","tres faible","zone rurale",10,"marche","employe",5
15390,0,"Spain","homme",56,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",70,"vehicule individuel","employe",8
15391,0,"Denmark","homme",37,"universite","Employed","moyen","grande ville",45,"vehicule individuel","employe",5
15392,1,"Finland","homme",26,"universite","Not Employed","faible","grande ville",10,"velo","sans emploi",7
15393,0,"Italy","femme",60,"secondaire","Not Employed","sans reponse","petite-moyenne ville",45,"vehicule individuel","sans emploi",5
15394,0,"Denmark","homme",54,"secondaire","Not Employed","moyen","petite-moyenne ville",60,"vehicule individuel","sans emploi",7
15395,1,"Poland","homme",37,"universite","Employed","moyen","petite-moyenne ville",20,"velo","employe",10
15396,0,"Sweden","femme",57,"secondaire","Not Employed","faible","aire metropolitaine",15,"transport collectif","sans emploi",8
15397,0,"Italy","femme",57,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
15398,0,"Denmark","homme",58,"premier cycle","Not Employed","faible","aire metropolitaine",1,"vehicule individuel","sans emploi",5
15399,0,"Denmark","femme",47,"secondaire inferieur","Not Employed","eleve","zone rurale",60,"vehicule individuel","sans emploi",2
15400,0,"Sweden","femme",30,"universite","Employed","eleve","aire metropolitaine",30,"vehicule individuel","employe",2
15401,0,"Hungary","homme",51,"secondaire inferieur","Employed","faible","grande ville",20,"transport collectif","employe",7
15402,0,"Latvia","homme",54,"secondaire","Employed","faible","grande ville",50,"vehicule individuel","employe",8
15403,1,"Germany","femme",31,"secondaire","Employed","moyen","aire metropolitaine",10,"velo","employe",7
15404,0,"Romania","homme",31,"secondaire","Employed","moyen","zone rurale",65,"vehicule individuel","employe",8
15405,0,"Poland","femme",30,"secondaire","Not Employed","faible","aire metropolitaine",90,"marche","sans emploi",10
15406,1,"Netherlands","homme",60,"secondaire inferieur","Employed","moyen","zone rurale",60,"velo","employe",7
15407,0,"Austria","femme",46,"secondaire","Employed","moyen","aire metropolitaine",30,"marche","employe",5
15408,0,"Denmark","femme",44,"secondaire","Not Employed","tres faible","aire metropolitaine",45,"vehicule individuel","sans emploi",5
15409,0,"Poland","femme",32,"universite","Employed","tres eleve","grande ville",0,"vehicule individuel","employe",10
15410,1,"Belgium","femme",32,"secondaire inferieur","Employed","moyen","zone rurale",80,"marche","employe",8
15411,0,"Netherlands","homme",31,"secondaire","Employed","moyen","zone rurale",45,"vehicule individuel","employe",7
15412,0,"Belgium","femme",51,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",7
15413,0,"Belgium","homme",25,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
15414,0,"Netherlands","homme",37,"secondaire","Employed","sans reponse","zone rurale",30,"vehicule individuel","employe",5
15415,0,"Belgium","femme",50,"secondaire","Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","employe",5
15416,0,"Romania","femme",34,"secondaire","Not Employed","eleve","grande ville",20,"vehicule individuel","sans emploi",8
15417,0,"Finland","homme",23,"secondaire","Not Employed","moyen","petite-moyenne ville",50,"vehicule individuel","sans emploi",4
15418,0,"Great Britain","femme",49,"universite","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",5
15419,0,"Romania","femme",45,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","employe",9
15420,0,"Hungary","homme",32,"secondaire inferieur","Employed","faible","aire metropolitaine",10,"vehicule individuel","employe",5
15421,0,"Hungary","femme",38,"universite","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",6
15422,0,"Poland","femme",44,"secondaire","Employed","moyen","aire metropolitaine",80,"vehicule individuel","employe",7
15423,0,"Austria","femme",56,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",3
15424,0,"Netherlands","femme",51,"secondaire inferieur","Not Employed","tres faible","aire metropolitaine",10,"vehicule individuel","sans emploi",5
15425,0,"Belgium","femme",27,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
15426,0,"Netherlands","femme",43,"secondaire","Employed","moyen","zone rurale",18,"vehicule individuel","employe",6
15427,0,"Slovenia","homme",49,"universite","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
15428,0,"Spain","femme",53,"secondaire","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",5
15429,0,"Poland","femme",53,"secondaire","Employed","moyen","petite-moyenne ville",390,"marche","employe",10
15430,0,"Finland","homme",21,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",3
15431,0,"Spain","homme",50,"universite","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",8
15432,0,"Belgium","femme",30,"premier cycle","Employed","tres faible","petite-moyenne ville",60,"vehicule individuel","employe",5
15433,0,"Hungary","femme",51,"secondaire","Employed","moyen","aire metropolitaine",20,"transport collectif","employe",7
15434,0,"Finland","homme",36,"secondaire","Not Employed","faible","grande ville",20,"transport collectif","sans emploi",7
15435,0,"Slovenia","homme",53,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"marche","sans emploi",7
15436,0,"Romania","homme",32,"secondaire","Not Employed","faible","petite-moyenne ville",120,"marche","sans emploi",8
15437,0,"Germany","homme",43,"premier cycle","Employed","faible","zone rurale",5,"vehicule individuel","employe",7
